coletanea;codigo;titulo;creditos
HCC;52;Grandioso és tu!;C. Boberg/Mel. sueca
HCC;53;Tudo belo, ó Deus, criaste;M. Edgar/C. Lowden
HCC;54;Toda a natureza;S. Souza
HCC;55;Deus, por amor criou;F. Green/Mel. americana
HCC;59;Saudai o nome de Jesus;Perronet/Holden
HCC;60;Aleluia! Aleluia! Gratos hinos entoai;C. Wordsworth/L. van Beethoven
HCC;62;Jesus, sempre te amo;Featherstone/Gordon
HCC;63;Maravilhoso, ó Jesus amado;Mel. alemã
HCC;64;Glorioso és tu, Senhor;McKinney/Gióia
HCC;66;Cantarei ao meu Salvador;Smith/Ackley
HCC;67;Dai ao Cordeiro o louvor;Bonar/Landenberger
HCC;68;Tudo és tu, Jesus;Krummacher/Koch
HCC;69;Desejo te adorar, Senhor;J.Moraes/R.Manuel
HCC;71;Nós te louvamos, ó Senhor Jesus;Tucker/Vaughn Williams
HCC;72;Mil línguas eu quisera ter;C. Wesley/ Port. R.H. Moreton/ C. G. Glaser / Harm. R. Manuel
HCC;73;Louvamos, louvamos, Senhor, e adoramos;Holden/Kremser
HCC;75;Bendize tu, meu coração;Saltério escocês/ Hastings
HCC;76;Ao eterno salvador Jesus;Moraes/ Manuel
HCC;77;Luz da minha alma;Keble/J.Sutton
HCC;79;Ó Jesus, eu te amo;Tomes
HCC;80;Bendito seja sempre o Cordeiro;Kerr/Camargo
HCC;82;Meu Deus, eu te amo;Xavier/Booth
HCC;84;Eu te amo, ó meu Salvador;Desc./Hinário americano
HCC;85;Oh, vem, oh, vem, Emanuel!;Hino latino/Melodia gregoriana
HCC;87;Vem, Jesus tão desejado;Wesley/Perry
HCC;89;Em silêncio toda carne;Liturgia grega/Melosia francesa
HCC;90;Oh, vinde, fiéis!;Wade
HCC;91;Noite de paz! Noite de amor!;Mohr/Gruber
HCC;92;O canto angelical;Sears/Willis
HCC;94;Falai pelas montanhas;Negro spiritual
HCC;95;De Belém a linda história;Lício & Faustini/mel.polonesa
HCC;96;Cantam anjos harmonias;Wesley/Mendelssohn
HCC;97;Anjos das mansões de glória;Montgomery/Smart
HCC;98;Pequena vila de Belém;Brooks/Redner
HCC;99;Num berço de palhas;Desc./Murray
HCC;100;Proclamaram anjos mil o primeiro Natal;Hino inglês/Melodia inglesa
HCC;102;Quem é o menino?;Dix/mel. inglesa
HCC;104;Surgem anjos proclamando;Hino/Melodia francesa
HCC;106;Cantai que o Salvador chegou!;Waats/Handel
HCC;107;Numa estrebaria rude;Alexander/Gauntlett
HCC;108;Vem, minha alma, alegremente;Gerhardt/ Ebeling
HCC;109;Repousa tranquilo;Salum/ mel.nordestina
HCC;110;Jesus foi criança como eu;Almir Rosa
HCC;112;Vem, Jesus, habitar comigo;Elliott/Sankey
HCC;114;Veio a este mundo o Senhor Jesus;Morris
HCC;116;Um dia;Chapman/Marsh
HCC;117;Homem de tristeza e dor;Philip Bliss
HCC;118;São de Jesus as Histórias;Parker/Martin/Challinor
HCC;120;Jesus desceu, a Bíblia o diz;McNair/M.Ferreira
HCC;121;Jesus o lar do céu deixou;Montgomery/Cram
HCC;123;A ti, hosana e glória;Orleans/Teschner
HCC;124;Morri na cruz por ti;Havergal/Bliss
HCC;125;Oh, quanto, quanto nos amou!;Alexander/R.Manuel
HCC;127;Ao contemplar a rude cruz;Watts/Mason
HCC;128;Digno é o Cordeiro;Donald Wyrtzen
HCC;130;Oh, fronte ensanguentada!;Gerhardt/Hassler/Bach
HCC;132;Rude cruz;George Bennard
HCC;134;Bem junto à cruz de Cristo;Clephane/Maker
HCC;135;Cristo já ressuscitou;Charles Wesley
HCC;136;Adoro o Cristo vivo;Alfred Ackley
HCC;137;Porque vivo está;Gaither
HCC;138;Vinde vós, fiéis, cantar;Damasceno/ Sullivan
HCC;140;Da sepultura saiu;Lowry
HCC;142;Findou-se a luta de Jesus!;Hino latino/ Minchin
HCC;144;Findou-se a luta de Jesus!;Hino latino/ P. da Palestrina
HCC;145;Hoje nos lembramos da ressurreição;Fortunatus/ Barnby
HCC;146;Sei que vive o Redentor;Neves/ Rollo
HCC;148;Jesus virá;Peterson
HCC;150;Será de manhã?;Turner/ MsGraham
HCC;152;O sertanejo, quando espera pela chuva;Almir Rosa
HCC;153;Já refulge a glória eterna de Jesus;Howe/ Hino americano séc. XIX
HCC;155;Afirmou o Senhor que virá outra vez;Hewitt/ Sweney
HCC;157;Quando Deus fizer chamada;Black
HCC;160;Um bom amigo e fiel achei;Scholfield/Hodges
HCC;162;Cristo amigo das crianças;Mathams/ Faicloth
HCC;163;Todo coração procura;Wrigth/ Grullón
HCC;165;Em Jesus amigo temos;Scriven/Converse
HCC;166;Senhor, é admirável o teu divino amor;Deck/ Mann
HCC;167;O teu amor, Jesus;Tersteegen/ Bortniansky
HCC;168;Quanto nos ama Jesus!;Kaiser
HCC;169;Buscou-me com ternura;Walton/Gordon
HCC;170;Maravilhoso amor;Hino americano/Col. Americana
HCC;171;Amor, que por amor desceste!;Matheson/Peace
HCC;173;Cristo tem amor por mim;Warner/Bradbury
HCC;174;Nome bom, doce à fé;Baxter/Doane
HCC;175;Jesus, teu nome é santo;Menezes/ Landenberger
HCC;177;Nome que inspira o meu louvor;F. Whitfield/W. Rudd
HCC;179;Jesus é o nome do Cristo de Deus;Holden/ Hodges
HCC;180;Jesus, teu nome satisfaz;Martin/ Ginsburg
HCC;181;Jesus me guia;Gilmore/Bradbury
HCC;182;Dia a dia;SandellBerg/ Ahnfelt
HCC;183;Cada momento;Ginsburg/Moody
HCC;185;Meu bom Pastor;Peterson
HCC;187;O meu pastor é o bom Jesus;J. Irvine
HCC;188;Glória ao Redentor;Hoffman/ Stockton
HCC;189;Oh, que sangue tão precioso!;Wright/ Rollo Jr.
HCC;190;Por meus pecados padeceu;Watts/ Ransom
HCC;191;Cantarei a linda história;Rowley/ Prichard
HCC;193;Maravilhosa graça;H. Lillenas
HCC;194;O Rei da glória, o Rei dos reis;Kerr/Camargo
HCC;195;Oh, venham coroar!;Bridges/Kasche
HCC;196;Oh, momento glorioso!;Kelly/ Stebbins
HCC;197;Cristo Jesus com poder reinará;Watts/ Hatton
HCC;198;Cristo é meu Rei;Desconhecido
HCC;199;A Jesus, o Rei da glória;Lyte/Langston
HCC;200;Cristo é tudo para mim;W.L.Thompson
HCC;202;Ele é meu e teu Senhor;Ward/Danner
HCC;203;Cristo é meu Senhor;McClard
HCC;205;Ele é o meu Senhor;Negro spiritual
HCC;206;Santo Espírito Divino;Kaschel/ Ganey
HCC;207;Ó bom Consolador;Hatch/ Jackson
HCC;208;Eu não posso fugir do teu Espírito;Burgess
HCC;209;Oh, vem fazer, fiel Consolador!;Croly/Manuel
HCC;210;Eu os guiarei ao lar;Wells/ Mountain
HCC;212;Ó Senhor, vem me dirigir;Moraes/ Manuel
HCC;213;Oh, vive em mim Consolador;Hatch/ McKinney
HCC;214;É divina, sábia e pura;Fonseca/Sleeth
HCC;215;Livro santo;Sodré
HCC;216;Eu quero o pão do céu;Lathbury & Groves/Sherwin
HCC;217;É a Bíblia nossa luz;Kaschel/Bradbury
HCC;219;Deus nos deu mensagem santa;Kalley/Hopkins
HCC;220;Teu santo livro;Kalley/Hastings
HCC;222;Deus está presente;Tersteegen/Neander
HCC;223;Alegres, adorai;Wesley/Darwall
HCC;224;Vós, criaturas de Deus Pai;Francisco de Assis/Hinário alemão
HCC;226;Este é o dia do Senhor;Newton/Red
HCC;227;Louve, meu ser, ao grandioso, Senhor Rei da glória;Neander/Benett
HCC;228;A Deus demos glória;Crosby/Doane
HCC;229;Louvem, com alegre som;Milton/Wilkes
HCC;230;Louvai com todo o ardor;Plumptre/Messiter
HCC;233;Adorem o Rei;Grant/Haydn
HCC;234;Pai Celeste, Deus Bendito;Pages/Desconhecido
HCC;235;Vinde, cristãos, cantai;Bateman/Carr
HCC;236;Sim, com certeza meu Senhor aqui está;Wolfe
HCC;238;A Deus, o Pai e Benfeitor;Ken/ Burgeois
HCC;239;Santo és tu, Senhor;Comissão do HCC/ Shubert
HCC;240;Cristo nós te adoramos;Hino latino/ Dubois
HCC;241;Aceita, agora, Senhor, meu Deus;Moraes/Manuel
HCC;243;Ó Deus, venho te agradecer;J.F. Araújo
HCC;244;Oh, trazei à casa do tesouro!;Leech
HCC;246;Santuários nós somos;Moraes/ChávezMelo
HCC;247;Vem nos ensinar, Senhor;Green/ Burroughs
HCC;248;Ao findar o labor desta vida;Diener
HCC;250;Vinde, aflitos pecadores;Hart/Wood
HCC;251;Salvação Jesus me dá;Avelino de Souza/Fischer
HCC;252;Amigo, não saia sem Cristo;Taylor
HCC;254;Cristo, só Cristo;LeFevre
HCC;255;“Triste estás, cansado e aflito?”;Mar Saba/Hodges
HCC;256;Jesus quer entrar hoje em teu coração;Carmichael
HCC;257;Venha, ó sofredor, venha agora;Moore/Ramsey
HCC;259;Escuto a voz do bom Jesus;Watson/Hodges
HCC;260;Anda com Jesus;Seitz
HCC;262;Deixa o Salvador te ajudar;Reynolds
HCC;264;Oh, olhai, pois, e vivei!;Ogden
HCC;265;Terás vida em olhar pra Jesus;Hull/Taylor
HCC;266;Uma bênção antiga;Spann/Agay
HCC;268;O Senhor te abençoe e te guarde;Allen
HCC;269;Finda-se este dia;BaringGould/Loud
HCC;271;Findo o culto;Kaschel/ Barnard
HCC;274;Com a paz vem despedir-nos;Houston/ Goss
HCC;275;Perdoa-me, Senhor;H. Rollo Jr.
HCC;277;Estou aqui, Jesus;Crosby/ Rollo Jr.
HCC;279;Sonda-me, ó Deus;Orr/ Landenberg
HCC;280;Se sofrimentos eu causei, Senhor;Battersby/Sosa
HCC;282;Tem misericórdia de mim, Senhor;Hodges
HCC;283;Eu creio, Senhor, na divina promessa;Campos/Fernandes Braga
HCC;284;Em Cristo há perfeito perdão;Bilhorn/ Entzminger
HCC;286;Alvos mais que a neve;Latta/Perkins
HCC;288;Vem, Senhor, do bem a fonte;Robinson/ Owens
HCC;290;Alegra o triste coração;Newton/ Trad. Americano
HCC;291;Graça de Deus, infinito amor;Johnston/ Towner
HCC;293;Foi na cruz;Hudson/Desconhecido
HCC;295;Para o céu por Jesus irei;Pounds/Gabriel
HCC;296;Eis a nova;Souza/Fearis
HCC;297;Feliz o dia;Doddridge/Desconhecido
HCC;299;As novas do evangelho;Wesley Martin
HCC;300;Tal qual estou;Kaschel/ Bradbury
HCC;301;Remido;Crosby/Butler
HCC;303;Maravilhoso Cristo;Russell/ Sellers
HCC;304;Jesus, levaste a minha cruz;Souza/ Landenberg
HCC;305;Rocha eterna;Toplady/ Landerberg
HCC;307;Rocha eterna;Toplady/ Hastings
HCC;308;Livre em Cristo;J. Moraes/R. Manuel
HCC;310;Quem salva é só Jesus!;Rocha/ Barnby
HCC;311;Deus enviou Jesus;Geier
HCC;312;Seu maravilhoso olhar;Peterson
HCC;314;Preciosa a graça de Jesus;Newton/Excell
HCC;315;És minha alegria;Franck/Mel. trad. Alemã
HCC;316;Só em pensar em ti, Jesus;Bernard de Clairvaux/ Dykes
HCC;318;Que alegria é crer em Cristo!;Stead/Kirkpatrick
HCC;319;Agora estou contente;Maxfield/Ogden
HCC;321;Cristo é nossa esperança;Kerr Neto/ Oliveira Filho
HCC;323;Eu alegre vou na sua luz;DeVenter/Weeden
HCC;324;Pelo vale escuro;Motta/Von Holst
HCC;326;Jesus, em ti eu tenho paz;H. Rollo Jr.
HCC;327;Se teu coração estiver em paz;DeArmond/Ackley
HCC;329;Sou feliz com Jesus;Spafford/Bliss
HCC;330;Descansando no poder de Deus;Hoffman/Showalter
HCC;331;Como um rio calmo;Havergal/ Mountain
HCC;333;Haja paz na terra;Miller/Jackson
HCC;334;Meu divino protetor;Wesley/ Parry
HCC;335;De teu cuidado terno;Lloyd/Bischoff
HCC;336;Meu coração descansa em Deus;Hewitt/mel. norueguesa
HCC;337;Chuvas de bênçãos;Whittle/ Ginsburg
HCC;338;Nossa fé Jesus contemplará;Pitrowsky/Ackley
HCC;339;Almejo a fé que forte é;Bathurst/ Havergal
HCC;340;Salvador bendito;Wright/Sullivan
HCC;342;Se queres forças na fraqueza;Neumark/ Young
HCC;343;Se queres forças na fraqueza;Neumark
HCC;344;Firme nas promessas;Carter
HCC;345;Firme nas promessas;Carter
HCC;346;Oh, não consintas tristezas!;F.Crosby/D.Hodges
HCC;347;Quero o Salvador comigo;F.Crosby/Z. Oliveira
HCC;348;A minha fé e o meu amor;Mote/ Bradbury
HCC;349;Meu Deus proverá;Nelson/Mel. galesa
HCC;350;A Jesus Cristo contarei tudo;Hoffman
HCC;351;Cristo, esperança viva;Harkness/ Mendelssohn
HCC;352;Cristo te estende sua forte mão;Carmichael
HCC;353;Aos pés de Deus;J.A. Feitoza
HCC;355;Aflito? Por que aflito?;Gióia Jr./Oliveira Fo.
HCC;356;Meu Senhor de tudo sabe;McNair/R. Manuel
HCC;357;O segredo do viver;Wright/Richardson
HCC;358;Ó Cristo, pão da vida;Holden/D.Evans
HCC;360;Espero em ti, Senhor;Palmer/Mason
HCC;361;Meu Senhor, sou teu;Crosby/Doane
HCC;362;Desejo a santidade;Ginsburg/Booth
HCC;363;Sê minha vida, ó Deus de poder;Letra irlandesa/Mel. trad. Irlandesa
HCC;364;Mais de Cristo;Hewitt/ Sweney
HCC;366;Em mim vem habitar;Costa/Doane
HCC;367;Com alegria venho, ó Deus;Sutton/ Harkness
HCC;369;Cristo, bom mestre, eis meu querer;Pollard/Stebbins
HCC;370;Vem, Salvador, agora, transformar;Foulkes/ Rollo
HCC;371;Mais puro quero ser;Davison/ Fillmore
HCC;372;Quero ser como Cristo;Chisholm/ Livingstone
HCC;373;Junto a ti;Crosby/ Vail
HCC;374;Ao orarmos, Senhor;Carmichael
HCC;375;Ouve-nos, Pastor divino;Thrupp/Bradbury
HCC;377;Com tua mão segura bem a minha;Hausmann/ Main
HCC;378;Bendita a hora de oração;Walford/ Bradbury
HCC;379;Dirijo a ti, Jesus, minha oração;Houston/ Doane
HCC;380;Com a minha voz clamo ao Senhor;V. Geier
HCC;381;Bendita é sempre hora da prece;Gióia/ H.G.
HCC;532;Testemunhas somos todos;Kaschel/Oliveira Filho
HCC;533;Nossa gente quer viver em segurança;Mathias/G.Seitz/I.Seitz/O.Filho
HCC;532;Testemunhas somos todos;Kaschel/Oliveira Filho
HCC;382;Senhor, se em meu caminho;Porto/Lloyd
HCC;383;Ó Deus eterno, vem me conceder;Ellerton/Hopkins
HCC;384;Nosso Pai que estás nos céus;Nunes Filho
HCC;386;Bem de manhã;S. Zuberbühler
HCC;387;O meu clamor, Ó Deus, atende;P.Filho/ L.Bourgeois
HCC;388;Santifica tua igreja;Wright/Williams
HCC;390;Filhos da luz;Kalley/Pitrowsky
HCC;392;Aviva-nos, Senhor!;Midlane/Doane
HCC;393;Em comunhão com Deus;McAfee/Sutton
HCC;394;Contigo, ó Mestre, quero andar;Gladden/Smith
HCC;395;Quero estar ao pé da cruz;Crosby/Doane
HCC;396;Busco o Senhor;J. Sutton
HCC;399;Mais perto quero estar;Adams/Mason
HCC;400;Quão preciosas são as horas;Goreh/Stebbins
HCC;401;Logo de manhã;A. Pires Jr.
HCC;402;Fica ao meu lado, ó Deus;Lyte/ Price
HCC;404;Eu andei a sós com Cristo;Smith/ Gaultney
HCC;406;Castelo forte é nosso Deus;M. Lutero
HCC;407;Bem-aventurado é aquele;V. Geier
HCC;408;Mestre, o mar se revolta;Baker/ Palmer
HCC;409;Sei que Jesus vai por onde eu andar;Bollback
HCC;411;Minha esperança, Jesus, asseguras;Cushing/Sankey
HCC;412;Deus é nosso Pai amado;SandellBerg/Mel. Sueca
HCC;413;Ouvi o Salvador dizer;Bonar/Dykes
HCC;416;Nossa morada na Rocha está;Owens/Kirkpatrick
HCC;417;Que segurança! Sou de Jesus!;Crosby/Knapp
HCC;419;Graças dou por minha vida;Storm/Hultman
HCC;420;De manhã, deixando o leito;Gonçalves/Ream
HCC;422;Como agradecer a Jesus?;A. Crouch
HCC;423;Agradeço a ti, Senhor;Mel. alemã
HCC;424;Saudamo-vos, irmãos, em Cristo;Diener/Manuel
HCC;426;Graças te rendemos;J. Gueiros
HCC;427;Pelo lar que tu nos deste;Renato Santos
HCC;429;A ti seja consagrada minha vida;Havergal
HCC;430;O que darei a Cristo?;L.Williams/P.Perkins
HCC;431;Eu resolvi seguir-te;J.Bode/H.Smart
HCC;433;Usa, Senhor;M. Coropos
HCC;434;Teu santo amor, Jesus;Phelps/Lowry
HCC;435;Não sou meu;Whitle/ McGraham
HCC;436;Queremos te conhecer mais e mais;L.Cruz
HCC;437;Eu canto a ti minha oração;Preston/Williams
HCC;438;Quero ser um vaso de bênção;Smyth/Entzminger
HCC;439;Toma, Senhor, minha mente;Havergal/ Shaffer
HCC;440;Venho a ti, Senhor;Lee Butler
HCC;442;Perto, mais perto;Morris
HCC;443;O que fez por mim;J. Moraes/R. Manuel
HCC;444;Conta as bênçãos;Oatman/ Excell
HCC;446;Brilho celeste;Zelley/ Cook
HCC;447;Mas eu sei em quem tenho crido;Whittle/McGranahan
HCC;448;Que mudança admirável;McDaniel/Gabriel
HCC;450;Triste e sombrio foi meu viver;Sleeper/ Stebbins
HCC;451;Como é triste andar em trevas;Figueiredo/Stebbins
HCC;452;Cristo satisfaz minha alma;McKinney
HCC;454;Eu Sou de Jesus;Rowe/ Ackley
HCC;456;Precioso é Jesus para mim;Gabriel
HCC;458;Por sua graça e compaixão;Gabriel
HCC;459;Quem meu coração encanta;T. Harris
HCC;460;Cristo em minha vida;Lima/Santos
HCC;462;Cristo me amou e me livrou;Rowe/Smith
HCC;463;O meu coração sofredor;Servoss/McGranaham
HCC;465;Crer e observar;Sammis/Towner
HCC;466;Cedo ou tarde;Lowell/Sims
HCC;467;Por onde me conduzir;McKinney
HCC;468;Onde quer que seja;Pounds/Kaiser
HCC;469;Sempre seguirei a Cristo;Cushing/Lowry
HCC;471;Cristo chama;C. F. H. Alexander
HCC;472;Tua vontade faze, ó Senhor;Pollard/Legge
HCC;473;Segundo a vontade de Deus;Gióia Jr./Oliveira Fo
HCC;475;Vem me ensinar, Senhor;Keegen/Kaschel
HCC;476;“Seguireis?”, Pergunta o Mestre;Marlatt/ Mason
HCC;478;Tua voz escuto a convocar-me;H. Rollo Jr.
HCC;480;Seguir a Cristo não é sacrifício;J.Sutton
HCC;482;Eu quero fazer o que queres, Senhor;Brown/ Rounsefell
HCC;484;Onde quer que for, irei;Crosby/ Sankey
HCC;486;O Mestre nos chama;Doudney/ Melodia Galesa
HCC;488;Brilha no meio do teu viver;Ogden/Gabriel
HCC;490;Deus nos chama a ser seu povo;Jackson/ Hodges
HCC;491;No serviço do meu Rei;Ackley/ Ackley
HCC;492;Mãos ao trabalho;Coghill/ Mason
HCC;493;Os seus intentos cumpre Deus;Ainger/Reynolds
HCC;494;Os seus intentos cumpre Deus;Ainger/Shaw
HCC;496;Barnabé, homem de Deus;Kerr Neto/ Manuel
HCC;497;Cristo amado;Jack P. Scholfield
HCC;499;Ouvi contar a história de Jesus;Barlett
HCC;500;Se Deus é por nós;Sutton/ Chaplin
HCC;502;Temos por lutas passado;Souza/Beazley
HCC;504;Da Igreja o fundamento;Stone/Wesley
HCC;505;Igrejas bem fortes;Almir Rosa
HCC;506;Senhor, a tua igreja;J. Sutton
HCC;507;Eu amo com fervor a Igreja;Dwight/ Williams
HCC;508;Senhor, que é nosso templo?;Pagura/Mel. dos irmãos boêmios
HCC;510;Às águas do Jordão;Entzminger/Rollo Jr.
HCC;511;Sou em teu nome batizado;Rambach/ Martin
HCC;512;Lembrando teu sepulcro;S. Ginsburg/Mel. trad. grega
HCC;513;Ó Senhor, nos alegramos;L. Silva/W. McCluer
HCC;514;Venham à mesa;David Hodges
HCC;515;A ceia do Senhor Jesus;Cotterill/Reinagle
HCC;516;Pão da vida;Ginsburg/Viner
HCC;516;Pão da vida;Ginsburg/Viner
HCC;518;Com prazer nos congregamos;Montgomery/Stainer
HCC;519;Reunidos junto à mesa;Guilherme Loureiro
HCC;520;Será possível esquecer?;Entzminger/Landerberger
HCC;521;Te damos graças, Pai onipotente;Simei Monteiro
HCC;524;Fiel, eterno e santo amor;Montgomery
HCC;525;Ah, se eu tivesse mil vozes!;Entzminger/Sherwin
HCC;526;Cristo é a única esperança;França/Ichter
HCC;528;Eis multidões;McGranaham
HCC;530;Pudesse contar toda a glória;Souza/Filmore
HCC;531;Mas nós somos luz;Kerr Neto/Oliveira Filho
HCC;532;Testemunhas somos todos;Kaschel/Oliveira Filho
HCC;533;Nossa gente quer viver em segurança;Mathias/G.Seitz/I.Seitz/O.Filho
HCC;534;Sim, conquistar o mundo pra Cristo;Ginsburg/Thompson
HCC;536;Levanta a tua voz e anuncia;M.Mathias/M.Gatz
HCC;537;Ouve, a voz divina clama;March/Manuel
HCC;538;Fala e não te cales;Soren/Gabriel
HCC;540;Desde um ao outro polo;Heber/Mason
HCC;541;As boas novas anunciai;Thompson/Walch
HCC;543;Eu aceito o desafio;J.Sutton
HCC;542;Só Jesus Cristo salva;Almeida/Kaschel
HCC;543;Eu aceito o desafio;J.Sutton
HCC;545;Eu vos envio;Clarkson/Peterson
HCC;546;Dá-me tua visão;Terrell
HCC;547;Sabeis falar de tudo;Crosby/Landenberger
HCC;549;Canto o novo canto da terra;S. Monteiro
HCC;551;Se eu posso hoje o bem fazer;Kleiser/ Faustini
HCC;552;Que estou fazendo se sou cristão?;Araújo/Lauretti
HCC;553;Nesta grande cidade vivemos;Araújo/ Manuel
HCC;555;A cidade Irá transformar-se;Gonçalves/ Oliveira Filho
HCC;557;Senhor, a ti rendemos louvor;Moreton/ Urnam
HCC;558;Aquele que leva a preciosa semente;Almir Rosa
HCC;560;Olhando para Cristo;Soren/Miles
HCC;562;Jesus, tu reuniste os teus amigos;J. Maraschim
HCC;563;Benditos laços são;Fawcett/ Nägeli
HCC;564;Pai, Faz-nos um;Ridings
HCC;566;Jesus, Pastor amado;Kalley/Webb
HCC;567;Não há em Cristo Norte ou Sul;Porto/ Burleigh
HCC;569;Qual o adorno desta vida?;Kalley/mel. inglesa
HCC;572;Somos um pelos laços do amor;Skillings
HCC;574;Um só rebanho;Freire/Morris
HCC;575;Na Pátria celeste;Payne
HCC;577;Perante o trono de esplendor;Sheperd/ Mattews
HCC;579;Jerusalém excelsa;Cluny/Ewing
HCC;580;Céu, lindo céu;Torrans
HCC;581;Há um rio cristalino;Lowry/ Day
HCC;583;Lá no céu moraremos;Hewitt/ Wilson
HCC;585;Já termina o ano velho;M.L. Andrade/Mel. trad. Leta
HCC;586;Por tanto amor que o Pai mostrou;Hutchinson/ Sullivan
HCC;588;Entoemos hinos de louvor;Pitrowsky/Hodges
HCC;589;Este templo dedicamos;Rodrígues/Ley
HCC;590;Em Cristo seja o lar edificado;Hart/R. Manuel
HCC;592;Lar feliz nós vamos ser;O. Alves
HCC;593;Nestes tempos de incerteza;J.Neto
HCC;595;Que feliz é o lar;Kaschel/ Oliveira Filho
HCC;596;Se houver amor;J.F. Neto
HCC;597;Perfeito Amor;Gurney/Stainer
HCC;598;Abençoa, Deus de amor;Taylor/ Faustini
HCC;600;De ti, ó meu Brasil;Smith/ Seitz
HCC;601;Por nossa Pátria oramos ;J.Rocha/J. Booth
HCC;603;Minha Pátria para Cristo;Entzminger/Lindsey
HCC;606;Que a Pátria inteira cante em teu louvor;Herbert/ McCutchan
HCC;607;O menino, que vai ser?;W. Kaschel/D. Gatz
HCC;609;Jesus recebeu e abençoou as criancinhas;J. Moraes/R. Manuel
HCC;610;Senhor, em tuas mãos paternas;Monod/Monteiro
HCC;611;Que alegria neste dia!;H. Penno/Hinário alemão
HCC;612;Neste dia, ó Pai amado;H. Fischer/Mel. holandesa
HCC;613;Com alegria recordamos;J. Sutton